# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
3.000       442.33625    0.0028619159       12548.295
3.000       450.37872    0.0028992049       13417.845
3.000       458.42120    0.0029553738       14423.703
3.000       466.46368    0.0026011183       13374.694
3.000       474.50615    0.0030954157       16753.857
3.000       482.54863    0.0025472094       14499.672
3.000       490.59111    0.0028129091       16826.159
3.000       498.63359    0.0026336185       16541.227
3.000       506.67606    0.0027503631       18123.891
3.000       514.71854    0.0023687808       16364.569
2.750     0.015707963       2945.6173   0.00057837061
2.750     0.031415927       2542.9381    0.0039944378
2.750     0.047123890       1700.6914    0.0090161093
2.750     0.062831853       1088.0314     0.013672606
2.750     0.078539816       988.78469     0.024268427
2.750     0.094247780       728.28064     0.030887475
2.750      0.10995574       675.34087     0.045482785
2.750      0.12566371       518.06809     0.052081884
2.750      0.14137167       420.12798     0.060136621
2.750      0.15707963       344.30387     0.067603907
2.750      0.17278760       289.92248     0.075768699
2.750      0.18849556       281.67222     0.095569134
2.750      0.20420352       222.22109     0.095861720
2.750      0.21991149       193.64049      0.10433023
2.750      0.23561945       178.84422      0.11851643
2.750      0.25132741       163.03468      0.13112027
2.750      0.26703538       143.12499      0.13806771
2.750      0.28274334       127.76358      0.14630342
2.750      0.29845130       120.55814      0.16236306
2.750      0.31415927       111.13980      0.17457799
2.750      0.32986723       96.514587      0.17550146
2.750      0.34557519       89.520046      0.18716224
2.750      0.36128316       82.798643      0.19780470
2.750      0.37699112       78.145233      0.21211242
2.750      0.39269908       73.603375      0.22581233
2.750      0.40840704       67.288005      0.23221357
2.750      0.42411501       60.577564      0.23411702
2.750      0.43982297       58.020899      0.25008546
2.750      0.45553093       54.387097      0.26044724
2.750      0.47123890       51.121036      0.27101498
2.750      0.48694686       48.634272      0.28448370
2.750      0.50265482       46.364010      0.29830519
2.750      0.51836279       43.396252      0.30621322
2.750      0.53407075       40.497319      0.31253086
2.750      0.54977871       38.666669      0.32551483
2.750      0.56548668       36.202828      0.33164991
2.750      0.58119464       35.617412      0.35423985
2.750      0.59690260       33.498599      0.36091699
2.750      0.61261057       32.391767      0.37727528
2.750      0.62831853       30.697596      0.38575736
2.750      0.64402649       29.380083      0.39758911
2.750      0.65973446       28.432425      0.41361060
2.750      0.67544242       27.306163      0.42628096
2.750      0.69115038       26.341634      0.44058593
2.750      0.70685835       25.122617      0.44950271
2.750      0.72256631       23.712788      0.45319593
2.750      0.73827427       23.105574      0.47102096
2.750      0.75398224       22.737939      0.49374727
2.750      0.76969020       21.516123      0.49702947
2.750      0.78539816       20.592149      0.50540739
2.750      0.80110613       20.008753      0.52114725
2.750      0.81681409       19.389553      0.53531292
2.750      0.83252205       18.620687      0.54431863
2.750      0.84823002       17.941927      0.55472821
2.750      0.86393798       17.597779      0.57487818
2.750      0.87964594       17.338223      0.59785870
2.750      0.89535391       16.446939      0.59805282
2.750      0.91106187       15.890803      0.60877908
2.750      0.92676983       15.745529      0.63495534
2.750      0.94247780       14.939667      0.63361372
2.750      0.95818576       14.724820      0.65625010
2.750      0.97389372       14.331605      0.67065596
2.750      0.98960169       13.819926      0.67851158
2.750       1.0053096       13.473773      0.69352006
2.750       1.0367256       12.834720      0.72451620
2.750       1.0681415       12.239284      0.75563601
2.750       1.0995574       11.575558      0.77958946
2.750       1.1309734       11.146434      0.81688956
2.750       1.1623893       10.669421      0.84891831
2.750       1.1938052       10.203283      0.87944889
2.750       1.2252211       9.9071503      0.92312912
2.750       1.2566371       9.3919955      0.94418637
2.750       1.2880530       8.9709217      0.97119964
2.750       1.3194689       8.6460729       1.0062054
2.750       1.3508848       8.3670570       1.0449559
2.750       1.3823008       8.0221781       1.0734213
2.750       1.4137167       7.8502777       1.1236794
2.750       1.4451326       7.4503668       1.1391241
2.750       1.4765485       7.2246596       1.1782321
2.750       1.5079645       6.9566833       1.2084977
2.750       1.5393804       6.6784864       1.2342018
2.750       1.5707963       6.5643439       1.2889059
2.750       1.6022123       6.4064932       1.3349063
2.750       1.6336282       6.1610585       1.3607716
2.750       1.6650441       5.9705942       1.3962560
2.750       1.6964600       5.8162688       1.4386184
2.750       1.7278760       5.6657625       1.4806974
2.750       1.7592919       5.4820856       1.5122715
2.750       1.7907078       5.3633657       1.5602057
2.750       1.8221237       5.2336072       1.6040023
2.750       1.8535397       5.1314483       1.6554492
2.750       1.8849556       5.0131647       1.7009267
2.750       1.9163715       4.8440591       1.7271053
2.750       1.9477874       4.7309762       1.7711107
2.750       1.9792034       4.6269153       1.8173270
2.750       2.0106193       4.5043301       1.8547698
2.750       2.0734512       4.2844852       1.9348635
2.750       2.1362830       4.0833014       2.0167778
2.750       2.1991149       3.9982309       2.1541794
2.750       2.2619467       3.8194964       2.2393577
2.750       2.3247786       3.6952135       2.3520935
2.750       2.3876104       3.4354375       2.3688781
2.750       2.4504423       3.3920178       2.5284933
2.750       2.5132741       3.2572846       2.6196637
2.750       2.5761060       3.1125859       2.6957697
2.750       2.6389378       3.0328864       2.8236696
2.750       2.7017697       2.9478238       2.9452133
2.750       2.7646015       2.8259908       3.0250924
2.750       2.8274334       2.7819100       3.1855944
2.750       2.8902652       2.6536561       3.2458466
2.750       2.9530971       2.6076704       3.4021710
2.750       3.0159289       2.5162561       3.4969419
2.750       3.0787608       2.4417276       3.6099012
2.750       3.1415927       2.3544776       3.6984048
2.750       3.2044245       2.2693515       3.7828765
2.750       3.2672564       2.2760913       4.0216991
2.750       3.3300882       2.2219689       4.1569561
2.750       3.3929201       2.1521768       4.2586219
2.750       3.4557519       2.1063823       4.4038764
2.750       3.5185838       2.0612316       4.5488407
2.750       3.5814156       1.9910067       4.6334786
2.750       3.6442475       1.9450744       4.7690300
2.750       3.7070793       1.9052348       4.9171607
2.750       3.7699112       1.8525781       5.0285195
2.750       3.8327430       1.8152564       5.1777055
2.750       3.8955749       1.7591072       5.2683817
2.750       3.9584067       1.7434941       5.4783779
2.750       4.0212386       1.7020330       5.6068348
2.750       4.1469023       1.6189351       5.8488584
2.750       4.2725660       1.5579680       6.1559506
2.750       4.3982297       1.5164617       6.5363518
2.750       4.5238934       1.4327208       6.7199943
2.750       4.6495571       1.4047846       7.1534373
2.750       4.7752208       1.3358398       7.3689399
2.750       4.9008845       1.2953065       7.7244260
2.750       5.0265482       1.2432527       7.9990651
2.750       5.1522120       1.1922167       8.2605052
2.750       5.2778757       1.1563324       8.6125234
2.750       5.4035394       1.1028506       8.8149920
2.750       5.5292031       1.1001798       9.4215328
2.750       5.6548668       1.0539962       9.6555371
2.750       5.7805305       1.0252214       10.032081
2.750       5.9061942      0.98916950       10.324384
2.750       6.0318579      0.95131818       10.576680
2.750       6.1575216      0.92442926       10.933565
