# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750      0.40840704       67.599219      0.23328758
2.750      0.42411501       62.601550      0.24193922
2.750      0.43982297       58.967164      0.25416411
2.750      0.45553093       55.006164      0.26341181
2.750      0.47123890       52.028508      0.27582589
2.750      0.48694686       47.862446      0.27996894
2.750      0.50265482       45.989203      0.29589369
2.750      0.51836279       43.254934      0.30521605
2.750      0.53407075       41.220152      0.31810920
2.750      0.54977871       39.373097      0.33146189
2.750      0.56548668       37.778500      0.34608447
2.750      0.58119464       35.534556      0.35341580
2.750      0.59690260       33.662490      0.36268276
2.750      0.61261057       32.192569      0.37495517
2.750      0.62831853       30.722525      0.38607064
2.750      0.64402649       29.322204      0.39680585
2.750      0.65973446       27.713236      0.40314845
2.750      0.67544242       27.174617      0.42422737
2.750      0.69115038       26.029333      0.43536244
2.750      0.70685835       25.388202      0.45425464
2.750      0.72256631       23.732709      0.45357666
2.750      0.73827427       23.318857      0.47536885
2.750      0.75398224       22.386091      0.48610699
2.750      0.76969020       21.831012      0.50430352
2.750      0.78539816       20.890935      0.51274069
2.750      0.80110613       20.148715      0.52479267
2.750      0.81681409       19.527650      0.53912552
2.750      0.83252205       18.805037      0.54970753
2.750      0.84823002       18.212901      0.56310617
2.750      0.86393798       17.680406      0.57757739
2.750      0.87964594       17.064455      0.58841859
2.750      0.89535391       16.561474      0.60221759
2.750      0.91106187       16.248843      0.62249563
2.750      0.92676983       15.598663      0.62903283
2.750      0.94247780       15.082512      0.63967196
2.750      0.95818576       14.653272      0.65306138
2.750      0.97389372       14.455900      0.67647244
2.750      0.98960169       14.011852      0.68793446
2.750       1.0053096       13.621501      0.70112392
2.750       1.0367256       13.181093      0.74406886
2.750       1.0681415       12.120639      0.74831104
2.750       1.0995574       11.770040      0.79268737
2.750       1.1309734       10.945681      0.80217691
2.750       1.1623893       10.533989      0.83814257
2.750       1.1938052       10.219601      0.88085538
2.750       1.2252211       9.8224867      0.91524033
2.750       1.2566371       9.4517316      0.95019170
2.750       1.2880530       8.9716957      0.97128343
2.750       1.3194689       8.6142406       1.0025008
2.750       1.3508848       8.4275162       1.0525066
2.750       1.3823008       8.0835561       1.0816341
2.750       1.4137167       7.9232521       1.1341249
2.750       1.4451326       7.4587903       1.1404120
2.750       1.4765485       7.2066962       1.1753025
2.750       1.5079645       7.0784614       1.2296527
2.750       1.5393804       6.7961840       1.2559526
2.750       1.5707963       6.6342459       1.3026311
2.750       1.6022123       6.3738086       1.3280959
2.750       1.6336282       6.1360871       1.3552563
2.750       1.6650441       5.9710159       1.3963546
2.750       1.6964600       5.8697250       1.4518405
2.750       1.7278760       5.7551646       1.5040619
2.750       1.7592919       5.4811581       1.5120156
2.750       1.7907078       5.4534237       1.5864036
2.750       1.8221237       5.2730597       1.6160937
2.750       1.8535397       5.1482660       1.6608748
2.750       1.8849556       5.0035224       1.6976552
2.750       1.9163715       4.8831774       1.7410526
2.750       1.9477874       4.7580882       1.7812605
2.750       1.9792034       4.6202032       1.8146906
2.750       2.0106193       4.5472237       1.8724323
2.750       2.0734512       4.2796148       1.9326640
2.750       2.1362830       4.1794657       2.0642742
2.750       2.1991149       3.9902184       2.1498624
2.750       2.2619467       3.7980029       2.2267562
2.750       2.3247786       3.7172431       2.3661158
2.750       2.3876104       3.4790065       2.3989207
2.750       2.4504423       3.3388674       2.4888737
2.750       2.5132741       3.2704277       2.6302340
2.750       2.5761060       3.1656086       2.7416920
2.750       2.6389378       3.0254841       2.8167780
2.750       2.7017697       2.9378613       2.9352596
2.750       2.7646015       2.8739294       3.0764084
2.750       2.8274334       2.7731214       3.1755305
2.750       2.8902652       2.7032513       3.3065095
2.750       2.9530971       2.5878239       3.3762777
2.750       3.0159289       2.5626220       3.5613784
2.750       3.0787608       2.4443099       3.6137189
2.750       3.1415927       2.4233242       3.8065488
2.750       3.2044245       2.3529772       3.9222756
2.750       3.2672564       2.2784141       4.0258033
2.750       3.3300882       2.2029261       4.1213302
2.750       3.3929201       2.1387114       4.2319774
2.750       3.4557519       2.0803701       4.3494920
2.750       3.5185838       2.0452375       4.5135440
2.750       3.5814156       2.0047535       4.6654701
2.750       3.6442475       1.9553168       4.7941428
2.750       3.7070793       1.9016437       4.9078925
2.750       3.7699112       1.8708783       5.0781925
2.750       3.8327430       1.8103320       5.1636595
2.750       3.8955749       1.7704503       5.3023535
2.750       3.9584067       1.7256804       5.4224041
2.750       4.0212386       1.7042993       5.6143006
2.750       4.1469023       1.6275568       5.8800069
2.750       4.2725660       1.5881456       6.2751904
2.750       4.3982297       1.4857205       6.4038493
2.750       4.5238934       1.4686127       6.8883407
2.750       4.6495571       1.3848744       7.0520505
2.750       4.7752208       1.3474568       7.4330231
2.750       4.9008845       1.3038129       7.7751533
2.750       5.0265482       1.2512414       8.0504645
2.750       5.1522120       1.2075819       8.3669659
2.750       5.2778757       1.1534114       8.5907676
2.750       5.4035394       1.1312599       9.0420647
2.750       5.5292031       1.0851120       9.2924974
2.750       5.6548668       1.0549147       9.6639516
2.750       5.7805305       1.0334884       10.112975
2.750       5.9061942      0.99508557       10.386132
2.750       6.0318579      0.97206198       10.807308
2.750       6.1575216      0.92922027       10.990230
2.750       6.2831853      0.89844685       11.290216
2.750       6.4088490      0.87596718       11.681489
2.750       6.5345127      0.85214131       12.045408
2.750       6.6601764      0.83743600       12.533694
2.750       6.7858401      0.81646122       12.924588
2.750       6.9115038      0.79278281       13.259958
2.750       7.0371675      0.78014893       13.773409
2.750       7.1628313      0.75584469       14.072038
2.750       7.2884950      0.73221792       14.362306
2.750       7.4141587      0.71195168       14.699630
2.750       7.5398224      0.69416972       15.073679
2.750       7.6654861      0.68001064       15.516904
2.750       7.7911498      0.66079469       15.832207
2.750       7.9168135      0.65063524       16.355321
2.750       8.0424772      0.63186556       16.651925
2.750       8.2938046      0.60915530       17.605959
2.750       8.5451320      0.57793569       18.268635
2.750       8.7964594      0.55237495       19.047060
2.750       9.0477868      0.53700304       20.149955
2.750       9.2991143      0.50661154       20.638118
2.750       9.5504417      0.49910385       22.025793
2.750       9.8017691      0.48314134       23.049306
2.750       10.053096      0.47056656       24.220933
2.750       10.304424      0.44892683       24.883815
2.750       10.555751      0.43122238       25.694431
2.750       10.807079      0.41098360       26.279657
2.750       11.058406      0.40206281       27.544936
2.750       11.309734      0.39627526       29.041854
2.750       11.561061      0.37944794       29.704041
2.750       11.812388      0.37106375       30.983605
2.750       12.063716      0.35791911       31.834530
2.750       12.315043      0.35109093       33.219852
2.750       12.566371      0.33640961       33.819583
2.750       12.817698      0.33075564       35.286422
2.750       13.069025      0.32016564       36.205503
2.750       13.320353      0.31229199       37.391965
2.750       13.571680      0.29818730       37.762458
2.750       13.823008      0.29267509       39.161893
2.750       14.074335      0.28460415       40.197139
2.750       14.325663      0.27688275       41.239207
2.750       14.576990      0.26993112       42.357154
2.750       14.828317      0.26458218       43.702519
2.750       15.079645      0.25700465       44.646207
2.750       15.330972      0.25437635       46.436136
2.750       15.582300      0.24209241       46.403003
2.750       15.833627      0.24065121       48.394892
2.750       16.084954      0.23185233       48.881128
2.750       16.587609      0.22455463       51.921073
2.750       17.090264      0.21182914       53.567611
2.750       17.592919      0.20532024       56.639017
2.750       18.095574      0.19287844       57.898993
2.750       18.598229      0.18423920       60.043644
2.750       19.100883      0.18112830       63.946523
2.750       19.603538      0.17028169       64.989262
2.750       20.106193      0.16971052       69.882521
2.750       20.608848      0.15844154       70.258755
2.750       21.111503      0.15539384       74.073264
2.750       21.614157      0.14724394       75.322133
2.750       22.116812      0.14328287       78.529374
2.750       22.619467      0.13969332       81.901714
2.750       23.122122      0.13183438       82.562339
2.750       23.624777      0.13099628       87.504896
2.750       24.127432      0.12627295       89.849129
2.750       24.630086      0.12024058       91.016290
2.750       25.132741      0.11753551       94.527665
2.750       25.635396      0.11315885       96.578150
2.750       26.138051      0.11363759       102.80444
2.750       26.640706      0.10809033       103.53669
2.750       27.143361      0.10432715       105.69598
2.750       27.646015      0.10156134       108.71672
2.750       28.148670     0.098653415       111.46949
2.750       28.651325     0.095573262       113.87825
2.750       29.153980     0.093165895       116.95553
2.750       29.656635     0.088829490       117.37971
2.750       30.159289     0.087320719       121.35310
2.750       30.661944     0.086057505       125.67766
2.750       31.164599     0.085342585       130.86415
2.750       31.667254     0.081808400       131.61318
2.750       32.169909     0.079389600       133.90086
2.750       33.175218     0.078283281       144.80403
2.750       34.180528     0.071977863       145.61480
2.750       35.185838     0.069285319       152.90270
2.750       36.191147     0.065293672       156.80085
