# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       217.14688  -8.0009285e-05      -41.502232
2.750       221.16812   0.00010234838       56.094313
2.750       225.18936   1.8400965e-05       10.645216
2.750       229.21060  -1.2021454e-05      -7.3338386
2.750       233.23184  -6.2952702e-06      -4.0462074
2.750       237.25308  -5.6623971e-05      -38.309470
2.750       241.27432  -1.3425575e-05      -9.5529267
2.750       245.29555   0.00010381105       77.621650
2.750       249.31679   2.1103091e-05       16.568032
2.750       253.33803  -3.8070646e-05      -31.358962
2.750       257.35927   6.8624984e-05       59.261408
2.750       265.40175  -0.00010067862      -95.349590
2.750       273.44422  -1.1437758e-05      -11.847247
2.750       281.48670   2.2136956e-05       25.012771
2.750       289.52918  -6.2440457e-05      -76.773856
2.750       297.57166  -3.8290369e-05      -51.113368
2.750       305.61413  -4.1082439e-05      -59.408253
2.750       313.65661   0.00012436852       194.42140
2.750       321.69909   2.4805990e-05       41.838520
2.750       329.74156   0.00015790859       286.81186
2.750       337.78404   1.7708662e-05       34.575891
2.750       345.82652  -0.00012585405      -263.70133
2.750       353.86900  -6.0026472e-05      -134.75368
2.750       361.91147   2.3123001e-05       55.529212
2.750       369.95395  -1.9866488e-05      -50.960580
2.750       377.99643  -9.6878911e-05      -265.07123
2.750       386.03891  -1.4104598e-05      -41.107797
2.750       394.08138  -5.6404323e-05      -174.88010
2.750       402.12386  -6.2436305e-05      -205.67759
2.750       410.16634   7.5396155e-05       263.57214
2.750       418.20881  -4.2646823e-05      -158.02889
2.750       426.25129  -9.2106794e-05      -361.37579
2.750       434.29377   2.6263036e-05       108.98481
2.750       442.33625   2.4639798e-05       108.03513
2.750       450.37872   4.4862975e-05       207.63087
2.750       458.42120   8.1210965e-05       396.35014
2.750       466.46368  -3.4523281e-05      -177.51531
2.750       474.50615  -8.6517752e-06      -46.827507
2.750       482.54863  -6.4524560e-05      -367.29801
2.750       490.59111   2.7074454e-05       161.95300
2.750       498.63359   0.00013957069       876.61533
2.750       506.67606  -3.9432863e-05      -259.84821
2.750       514.71854   3.0908012e-05       213.52600
2.250     0.062831853       428.57977    0.0053856923
2.250      0.12566371       660.05348     0.066355813
2.250      0.18849556       249.06796     0.084506769
2.250      0.25132741       173.72306      0.13971637
2.250      0.31415927       111.22179      0.17470677
2.250      0.37699112       81.569214      0.22140626
2.250      0.43982297       59.896029      0.25816777
2.250      0.50265482       47.151935      0.30337469
2.250      0.56548668       36.645365      0.33570394
2.250      0.62831853       32.335275      0.40633704
2.250      0.69115038       28.025131      0.46874383
2.250      0.75398224       22.390062      0.48619323
2.250      0.81681409       20.474641      0.56527035
2.250      0.87964594       18.073615      0.62321658
2.250      0.94247780       16.077416      0.68186735
2.250       1.0053096       14.506402      0.74667143
2.250       1.0681415       12.946184      0.79927899
2.250       1.1309734       11.809820      0.86550717
2.250       1.1938052       11.132935      0.95957814
2.250       1.2566371       10.064629       1.0118069
2.250       1.3194689       9.4183149       1.0960767
2.250       1.3823008       8.7843835       1.1754095
2.250       1.4451326       8.0145647       1.2253871
2.250       1.5079645       7.5874887       1.3180796
2.250       1.5707963       7.1215636       1.3983157
2.250       1.6336282       6.6836977       1.4762051
2.250       1.6964600       6.3933521       1.5813565
2.250       1.7592919       6.1803243       1.7048855
2.250       1.8221237       5.6867434       1.7428800
2.250       1.8849556       5.4883003       1.8621364
2.250       1.9477874       5.1901778       1.9430196
2.250       2.0106193       5.0287580       2.0707160
2.250       2.0734512       4.7156465       2.1295749
2.250       2.1362830       4.5899517       2.2670167
2.250       2.1991149       4.3304861       2.3331929
2.250       2.2619467       4.1216277       2.4164962
2.250       2.3247786       4.1101811       2.6162304
2.250       2.3876104       3.8998262       2.6890935
2.250       2.4504423       3.8514897       2.8709949
2.250       2.5132741       3.6314788       2.9206086
2.250       2.5761060       3.5808283       3.1013083
2.250       2.6389378       3.3653025       3.1331548
2.250       2.7017697       3.3208730       3.3179321
2.250       2.7646015       3.2657335       3.4958166
2.250       2.8274334       3.1482026       3.6050400
2.250       2.8902652       3.0587058       3.7412874
2.250       2.9530971       2.9403828       3.8362537
2.250       3.0159289       2.8557283       3.9687200
2.250       3.0787608       2.7716576       4.0976766
2.250       3.1415927       2.7209681       4.2740867
2.250       3.2044245       2.6254419       4.3764584
2.250       3.2672564       2.6067445       4.6059408
2.250       3.3300882       2.5130629       4.7015475
2.250       3.3929201       2.4315203       4.8113732
2.250       3.4557519       2.3478196       4.9086567
2.250       3.5185838       2.3154594       5.1098850
2.250       3.5814156       2.2351598       5.2016726
2.250       3.6442475       2.2080512       5.4138096
2.250       3.7070793       2.1657286       5.5894611
2.250       3.7699112       2.0872713       5.6655558
2.250       3.8327430       2.0459212       5.8356371
2.250       3.8955749       1.9988993       5.9865394
2.250       3.9584067       1.9487247       6.1232501
2.250       4.0212386       1.9401903       6.3913723
