# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       140.74335    0.0035564091       502.30284
2.750       144.76459    0.0035860606       551.15648
2.750       148.78583    0.0025008469       417.29392
2.750       152.80707    0.0031637108       571.87006
2.750       156.82831    0.0027222857       531.95796
2.750       160.84954    0.0030977967       653.10450
2.750       164.87078    0.0027722709       629.41491
2.750       168.89202    0.0028470481       694.85224
2.750       172.91326    0.0026764926       701.00513
2.750       176.93450    0.0015005710       421.07977
2.750       180.95574    0.0018724854       562.08989
2.750       184.97698    0.0020466868       656.25809
2.750       188.99821    0.0014080497       481.57213
2.750       193.01945    0.0024799372       903.47092
2.750       197.04069    0.0015289672       592.56525
2.750       201.06193    0.0012217340       503.07930
2.750       205.08317    0.0014390007       628.81274
