# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       124.65840     0.011777848       1155.8482
2.750       126.66902     0.012280089       1264.3956
2.750       128.67964     0.012104633       1306.6262
2.750       132.70087     0.012142659       1437.4919
2.750       136.72211     0.012316981       1594.7433
2.750       140.74335     0.011538706       1629.7126
2.750       144.76459     0.010518286       1616.5989
2.750       148.78583     0.011355221       1894.7441
2.750       152.80707     0.011312788       2044.8913
2.750       156.82831     0.010680935       2087.1462
2.750       160.84954     0.010718170       2259.6980
2.750       164.87078     0.010456544       2374.0482
2.750       168.89202     0.010731282       2619.0831
2.750       172.91326    0.0096342524       2523.3249
2.750       176.93450    0.0096873273       2718.3902
2.750       180.95574    0.0083701818       2512.5934
2.750       184.97698    0.0093062123       2983.9823
2.750       188.99821    0.0090070440       3080.5314
